,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,gross,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover,turnover
,sector_relative_strength,downside_volatility,breakout_20,amplitude_mean_5,relative_strength,body_strength,residual_momentum,volume_change_rate,volatility_spillover,volatility_20,reversal_2_5,mom_20,mom_10,smoothed_momentum,reversal_1,volatility_skew,up_volume_ratio,range_breakout_strength,ma_dev_20,trend_stability_20,sector_relative_strength,downside_volatility,breakout_20,amplitude_mean_5,relative_strength,body_strength,residual_momentum,volume_change_rate,volatility_spillover,volatility_20,reversal_2_5,mom_20,mom_10,smoothed_momentum,reversal_1,volatility_skew,up_volume_ratio,range_breakout_strength,ma_dev_20,trend_stability_20,sector_relative_strength,downside_volatility,breakout_20,amplitude_mean_5,relative_strength,body_strength,residual_momentum,volume_change_rate,volatility_spillover,volatility_20,reversal_2_5,mom_20,mom_10,smoothed_momentum,reversal_1,volatility_skew,up_volume_ratio,range_breakout_strength,ma_dev_20,trend_stability_20
2016-01-11,-0.004950440565070292,-0.007198543820940475,-0.006007274177671329,-0.01207291558962734,0.004921639804059352,-0.0017086765151628058,0.0026193259749019665,0.005130076295577903,-0.009955425098937749,-0.00547928505892005,0.0005091834749032208,0.010664029869138152,-0.0019347870838508628,-0.006397453789793902,-0.00641435601750316,-0.0006827724304964305,-0.0006910595699383439,0.0041006558838445305,0.0051650115187109455,0.00485800871070187,-0.005079011993641721,-0.007284258106654761,-0.006135845606242757,-0.01224434416105591,0.0046644969469164955,-0.0020943908008770914,0.0023193259749019666,0.004958647724149332,-0.010083996527509178,-0.005607856487491478,0.0002091834749032208,0.010406887011995295,-0.002063358512422291,-0.0064831680755081875,-0.006842927446074588,-0.0008970581447821448,-0.0008624881413669153,0.0038863701695588163,0.004907868661568089,0.004643722996416156,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.857142857142857,1.2857142857142856,0.9999999999999999,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.0,0.8571428571428571,0.42857142857142855,0.2857142857142857,1.4285714285714286,0.7142857142857142,0.5714285714285714,0.7142857142857143,0.857142857142857,0.7142857142857142
2016-01-12,0.013739531486364198,0.011789956061591975,0.013329290031920894,0.0036600080798790484,0.013176412313990169,0.00702217265002195,0.014777254501159392,-0.0015800588526201204,-0.0011140835901590918,-0.0012437683883691018,0.014643900136309833,0.016777006316718506,0.013185866306676033,0.013589206212437182,0.006564010193014066,0.013902233074411947,0.00863277237077845,0.01494928159129624,0.01658930301315428,0.017806510884268892,0.013568102914935628,0.011575670347306262,0.013200718603349464,0.00353143665130762,0.01287641231399017,0.006550744078593378,0.014477254501159392,-0.001965773138334406,-0.0012426550187305205,-0.0013723398169405304,0.014386757279166976,0.016605577745289934,0.012971580592390319,0.013503491926722896,0.006135438764442638,0.013602233074411947,0.008418486656492736,0.01464928159129624,0.016289303013154278,0.017677939455697463,0.5714285714285714,0.7142857142857142,0.42857142857142855,0.42857142857142855,1.0,1.5714285714285712,0.9999999999999999,1.2857142857142856,0.4285714285714285,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.7142857142857142,0.2857142857142857,1.4285714285714284,1.0,0.7142857142857142,1.0,1.0,0.4285714285714285
2016-01-13,0.004673049772270518,0.007744320904021534,0.0048982640623942255,0.01071799507333807,0.007539338998756551,-0.001389389317176486,0.007539338998756551,-0.0013639336804498947,0.004886236878733685,0.0067907133554558265,0.006205860426584791,-0.0016013895233816244,0.005993594830097028,0.006870651341510912,0.0006851595584586668,0.003248803135413615,0.0019462768060908616,0.001581856911453009,0.003275606820869469,-0.0056240745860061106,0.004501621200841946,0.007615749475450105,0.00481254977667994,0.010632280787623783,0.007410767570185123,-0.0018179607457479146,0.007410767570185123,-0.0016210765375927517,0.004757665450162257,0.0067907133554558265,0.006034431855156219,-0.001729960951953053,0.005822166258668457,0.006784937055796626,0.00021373098703009543,0.002905945992556472,0.0017319910918051473,0.0014104283400244375,0.0031470353922980407,-0.005752646014577539,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.4285714285714284,0.42857142857142855,0.8571428571428571,0.4285714285714285,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.2857142857142857,1.5714285714285712,1.1428571428571428,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.42857142857142855
2016-01-14,-0.0045762126022756335,-0.003838771051655563,0.003095462722679465,0.0013573017588616653,-0.0019511388658501883,0.0012449751654621173,-0.0019511388658501883,-0.0004076144729943741,0.0004668591226267045,0.00021889895668761707,-0.0036467132960429837,-0.004768242722450783,-0.0022469873660712586,-0.0019752786918238374,-0.0016320710473935857,-0.0016960877107886148,0.0070800580922285895,0.002861109532031288,-0.002013491307831318,-0.004656297034165352,-0.004704784030847062,-0.003924485337369848,0.003095462722679465,0.0013144446160045225,-0.0021654245801359024,0.0008164037368906887,-0.0021654245801359024,-0.000707614472994374,0.000338287694055276,0.00021889895668761707,-0.003903856153185841,-0.004896814151022211,-0.0024077016517855443,-0.002060992977538123,-0.0021463567616793,-0.001910373425074329,0.006865772377942875,0.002646823817745574,-0.0020992055935456035,-0.0047420113198796375,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.7142857142857142,1.4285714285714284,0.7142857142857142,1.0,0.42857142857142855,0.0,0.8571428571428571,0.42857142857142855,0.5357142857142856,0.2857142857142857,1.714285714285714,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.2857142857142857,0.2857142857142857
2016-01-15,0.007189341713230347,0.009954610005217943,0.01240853832172993,0.013628409107196648,0.008730041539068575,-0.00547535404793761,0.003051957782053455,-0.008873802194205797,0.011334827803225731,0.015940463858696564,-0.012413999716268474,-0.009661008011282255,0.01338194052291843,0.010696835348961837,-0.008954757676752008,0.0003825593376319981,-0.0063680763866462535,-0.0002763685321648529,0.004483618505044893,-0.015029647374127852,0.007060770284658919,0.0099117528623608,0.012322824036015643,0.013585551964339505,0.008537184396211433,-0.005903925476509038,0.0028805292106248836,-0.009130945051348654,0.011291970660368588,0.01589760671583942,-0.01267114257341133,-0.009789579439853684,0.013258726237204144,0.01061112106324755,-0.009340471962466294,0.00025398790906056956,-0.006668076386646253,-0.0005602971035934243,0.0043121899336163215,-0.015201075945556423,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.6428571428571428,1.4285714285714284,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.4107142857142857,0.2857142857142857,1.2857142857142856,0.4285714285714285,0.9999999999999999,0.9464285714285714,0.5714285714285714,0.5714285714285714
2016-01-18,-0.0015846143569617295,0.0090129192673131,0.005856123702845542,0.009100933487933997,0.006676105996892041,-0.013600313023489598,0.006676105996892041,-0.0010441767413942623,0.007540738057634919,0.010037688383323196,-0.0035951511621320313,-0.000843732284660741,0.010743414736468053,0.014182312086891564,-0.001463240336515125,0.006371096083066503,0.006142580409563123,0.0013461293301970981,0.004568087024198943,-0.0038680184390446227,-0.0018846143569617294,0.008927204981598814,0.00568469513141697,0.009015219202219711,0.0063546774254634696,-0.014071741594918169,0.006418963139749184,-0.0013441767413942623,0.007412166629063491,0.00995197409760891,-0.003766579733560603,-0.0010151608560893125,0.010486271879325196,0.014010883515462993,-0.0018918117650865535,0.00602823894020936,0.005971151838134551,0.0011050579016256695,0.0042680870241989435,-0.003953732724758908,1.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.0714285714285714,1.5714285714285712,0.8571428571428571,0.9999999999999999,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.5714285714285714,1.4285714285714284,1.1428571428571428,0.5714285714285714,0.8035714285714285,0.9999999999999999,0.2857142857142857
2016-01-19,0.004045721442030477,-0.008899115689388346,-0.00424490259761328,-0.014179628901128703,0.00574013014131171,0.009395409407279471,0.00574013014131171,0.0014650057411581697,-0.010165551781790285,-0.009774739966612806,0.013516280837651598,0.003245430873705371,-0.004830664027731628,-0.004121994084172037,0.010192991722352884,-4.995643324407742e-05,0.008480364952750952,0.00063176141906813,0.0031908100789892627,0.003245430873705371,0.0039600071563161915,-0.008941972832245489,-0.004330616883327565,-0.014308200329700132,0.005568701569883139,0.009116837978708043,0.005568701569883139,0.0012507200268724555,-0.010251266067504572,-0.009860454252327093,0.013387709409080168,0.0030740023022767997,-0.0050449497420173425,-0.004250565512743465,0.009764420293781455,-0.00017852786181550597,0.008308936381322381,0.0005031899904967015,0.003105095793274977,0.0031168594451339428,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.9285714285714285,0.5714285714285714,0.7142857142857142,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.42857142857142855,1.4285714285714284,0.42857142857142855,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.42857142857142855
2016-01-20,-0.0006327789582786397,-0.006277896432208187,-0.003753037843938703,-0.006031006871146881,-0.004189162478961728,-0.007150892125364084,-0.004189162478961728,0.0029041554988235656,-0.00414578656329342,-0.001089329459904063,-0.005162985306644432,0.0004134709338419352,-0.006818207756902417,-0.0037458685221877864,-0.007967058768261537,-0.007401332732987296,0.0011658667338183704,-0.0040235307622018225,-0.0036261726746523093,-9.534860482834136e-05,-0.0007613503868500682,-0.006449325003636758,-0.003924466415367274,-0.006116721156861167,-0.004317733907533156,-0.007713392125364084,-0.004317733907533156,0.0026041554988235657,-0.004231500849007705,-0.001089329459904063,-0.005377271020930147,0.0003277566481276495,-0.00686106489975956,-0.0038744399507592148,-0.008567058768261537,-0.007444189875844439,0.0010372953052469418,-0.004152102190773251,-0.0037547441032237377,-0.00018106289054262706,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.42857142857142855,1.875,0.42857142857142855,1.0,0.2857142857142857,0.0,0.7142857142857142,0.2857142857142857,0.14285714285714285,0.42857142857142855,1.9999999999999996,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.4285714285714285,0.2857142857142857
2016-01-21,0.008759602805565139,0.011337588296810657,0.012123872356839253,0.014644896519948745,0.011917209967164118,0.0013304230777088566,0.011917209967164118,-0.0018932167149449137,0.011509576448389822,0.009097470553976599,0.01042694615985421,0.01097577220692831,0.004988643548610998,0.007892244050715536,0.004774966852570108,0.0020237067680437225,0.003961612896826108,0.007911852955257584,0.01132780992380211,0.01097577220692831,0.008588174234136568,0.011209016868239228,0.011952443785410683,0.014602039377091602,0.011702924252878404,0.0009286373634231423,0.011702924252878404,-0.0022360738578020567,0.011423862162675536,0.009097470553976599,0.01012694615985421,0.010890057921214023,0.004860072120039569,0.00780652976500125,0.004346395423998679,0.0018951353394722939,0.0037044700396832507,0.007783281526686155,0.011199238495230681,0.010890057921214023,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.7142857142857143,1.3392857142857142,0.7142857142857143,1.1428571428571428,0.2857142857142857,0.0,0.9999999999999999,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.4285714285714284,0.4285714285714285,0.857142857142857,0.42857142857142855,0.42857142857142855,0.2857142857142857
2016-01-22,-0.005463928199845139,-0.003592319443924955,-0.003096642048350394,-0.002790731224254915,-0.006170437615591979,8.764670868109843e-05,-0.006170437615591979,-0.0030686470918626562,-0.0012788074438479433,-0.0009314344520980581,-0.0040969634207362726,-0.002384894504726438,-0.004835341165020981,-0.0020019323209082363,-0.0021117433741045955,-0.00524273139846592,-0.002790610088167167,-0.0008758621311302707,-0.0037412397717813766,-0.004688889451991529,-0.005678213914130854,-0.0036780337296392408,-0.0033109277626361083,-0.0028335883671120575,-0.006341866187020551,-0.0003891390056046158,-0.006341866187020551,-0.0033257899490055135,-0.001364521729562229,-0.0010600058806694867,-0.0044398205635934156,-0.0025563230761550095,-0.00496391259359241,-0.0021305037494796647,-0.0026260290883903096,-0.005328445684180205,-0.0029191815167385953,-0.0010901478454159851,-0.003869811200352805,-0.004903175166277244,0.7142857142857142,0.2857142857142857,0.7142857142857142,0.14285714285714285,0.5714285714285714,1.5892857142857144,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.42857142857142855,1.1428571428571428,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.714285714285714,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857142
2016-01-25,0.00370647771005144,0.006844259521529512,0.0038525296326479275,0.002714728039394226,0.0020481364195826315,-0.0010266276891770561,-0.0018661957149615257,0.0025774945663131926,-0.0009617768789561398,-0.0016918790521419326,0.007522840390221156,-0.005286176287026989,0.006012254576820466,0.001228418168869919,0.000528294800183903,0.005589833826839943,0.00184819270421047,-0.00024993720343626175,0.003890293896566508,-0.003857161278736635,0.003449334852908583,0.006715688092958084,0.0036382439183622133,0.0026290137536799404,0.00187670784815406,-0.001529127689177056,-0.0019947671435329543,0.0022774945663131927,-0.0010046340218132826,-0.0017347361949990754,0.0073514118187925845,-0.0054147477155984175,0.005755111719677609,0.0010569895974413476,9.972337161247448e-05,0.005375548112554228,0.0016339069899247557,-0.000464222917721976,0.0037617224679950797,-0.00394287556445092,0.8571428571428571,0.42857142857142855,0.7142857142857142,0.2857142857142857,0.5714285714285714,1.6749999999999998,0.42857142857142855,1.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.857142857142857,0.5714285714285714,1.4285714285714284,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.42857142857142855,0.2857142857142857
2016-01-26,-0.002577372641419772,0.007438068866397625,0.00268362769286501,0.014233423671059888,0.0008549544742487225,-0.004632431446553438,0.0008549544742487225,-0.00937100899844366,0.010226789549026194,0.012356047282439551,-0.003979772244739538,-0.0027974108422276363,-0.012232392647048292,-0.0017805297483550425,-0.0030790927197584,-0.0029599942066327323,-0.006859899118155591,-0.00022252940970988815,-0.003815543983360892,-0.004215448960434083,-0.002877372641419772,0.00722378315211191,0.0025550562642935814,0.014147709385345602,0.0005978116171058655,-0.005043860017982009,0.0006406687599630083,-0.009585294712729373,0.010141075263311908,0.012313190139582408,-0.004279772244739538,-0.0029259822707990647,-0.012575249789905435,-0.0018662440340693283,-0.003507664148329828,-0.0032171370637755895,-0.007074184832441306,-0.0004368151239956024,-0.003986972554789464,-0.004386877531862655,0.9999999999999999,0.7142857142857142,0.42857142857142855,0.2857142857142857,0.8571428571428571,1.3714285714285714,0.7142857142857142,0.7142857142857142,0.2857142857142857,0.14285714285714285,1.0,0.42857142857142855,1.1428571428571428,0.2857142857142857,1.4285714285714284,0.857142857142857,0.7142857142857142,0.7142857142857142,0.5714285714285714,0.5714285714285714
2016-01-27,0.0032400076533775557,-0.007200621070132639,-0.002709180920776623,-0.005867645642379278,0.006356466715088334,0.004572366960252126,0.006356466715088334,-0.001790634183954881,-0.006810475195233081,-0.005749915720219989,0.0026530250780428173,-0.0008288870204611166,0.008370560471499595,0.0050202504651307225,0.004538134907474423,-0.0014068790494161023,0.0002569241155092127,0.0022141593007789034,0.006211373980360836,0.0020557283641542733,0.0031114362248061272,-0.0072863353558469245,-0.0028806094922051947,-0.005996217070950706,0.006099323857945477,0.00418665267453784,0.006099323857945477,-0.0019620627553834525,-0.00693904662380451,-0.005792772863077132,0.00239588222089996,-0.0009146013061754022,0.008199131900071025,0.004891679036559294,0.0040667063360458515,-0.0016640219065589593,4.263840122349844e-05,0.001999873586493189,0.006082802551789408,0.0019700140784399875,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.8571428571428571,1.2857142857142856,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.4285714285714285,1.5714285714285712,0.8571428571428571,0.7142857142857143,0.7142857142857142,0.42857142857142855,0.2857142857142857
2016-01-28,0.006266645230051524,0.0030187741168127436,0.005419918843052341,-0.0007267473666222127,0.001976194151962897,0.006261391651483284,0.00031841580646801244,-0.002037430663095966,0.0024973374746248994,0.00835958445418415,0.0014537170075214093,0.005267291843238374,-1.5705526349996763e-05,0.002349192365927439,0.005092531259616331,0.0010403911593010698,0.006565934330684895,0.0015923008627397109,0.0019466670241919631,0.003667442843803872,0.006180930944337239,0.002847345545384172,0.005291347414480912,-0.0008553187951936412,0.001676194151962897,0.005704248794340427,6.127294932515534e-05,-0.0022088592345245375,0.002368766046053471,0.008316727311327007,0.0011965741503785522,0.005181577557524089,-0.00010141981206428246,0.0022206209373560105,0.0045782455453306165,0.0007832483021582128,0.0063516486163991805,0.001292300862739711,0.001732381309906249,0.0035388714152324438,0.2857142857142857,0.5714285714285714,0.4285714285714285,0.42857142857142855,1.0,1.857142857142857,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.714285714285714,0.8571428571428571,0.7142857142857142,0.9999999999999999,0.7142857142857142,0.42857142857142855
2016-01-29,-0.006723728334543646,-3.86679439744941e-05,-0.00405796868168573,-0.0006534987089727361,-0.004361147250428956,-0.0032728704336049295,9.643284774612376e-05,0.0012325910452745902,-0.0006085259305120036,-0.0005749749219307997,-0.0033174394168607214,-0.004538373242740677,-0.0038798714589044804,-0.0019773020032928714,-0.004505552021347408,-0.002025875363960324,-0.010809848477173603,-0.0031241206680720727,-0.004642081498107154,-0.004898048516434319,-0.006938014048829361,-8.152508683163695e-05,-0.004229397253114301,-0.0007820701375441646,-0.004532575821857528,-0.0037871561478906436,-0.00011785286653959049,0.0010611624738460189,-0.000779954501940575,-0.0005749749219307997,-0.003488867988289293,-0.004624087528454962,-0.004051300030333052,-0.0021058734318643,-0.0050626948784902644,-0.0021973039353888955,-0.011109848477173603,-0.003338406382357787,-0.004813510069535725,-0.004983762802148605,0.7142857142857142,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5714285714285714,1.7142857142857142,0.7142857142857142,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,1.8571428571428572,0.5714285714285714,0.9999999999999999,0.7142857142857142,0.5714285714285714,0.2857142857142857
2016-02-01,-0.004531062377793612,-0.0012826060416282993,-0.000257979790723236,0.0015174266796116969,-0.0051685163734670626,0.0030474582200558883,-0.0035798245499223547,-0.001871649626393095,0.0009313211183809173,0.0016640609451425347,-0.0027588941170487704,-0.0007760533077265015,-0.004073283846075446,-0.0011474592902592305,0.0013405893265445086,-0.0036370551195326383,-0.0020720123059282704,-0.0016543828058681277,-0.0048576307838062195,-0.0005358714117004648,-0.0046596338063650405,-0.001368320327342585,-0.0004294083621518074,0.001474569536754554,-0.005254230659181348,0.0026617439343416026,-0.0037512531213509262,-0.002128792483535952,0.0008027496898094888,0.0016640609451425347,-0.002930322688477342,-0.00090462473629793,-0.004201855274646875,-0.0013188878616878018,0.00091201789797308,-0.0037656265481040667,-0.002114869448785413,-0.0019115256630109847,-0.004943345069520505,-0.0005787285545576077,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.2857142857142856,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.4285714285714285,0.5714285714285714,1.4285714285714284,0.4285714285714285,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.14285714285714285
2016-02-02,-0.0005291321598430394,0.009331860533506353,0.005419699464052741,0.010719032807164543,-0.003104752004952242,0.004919446304855888,-0.005929183250619323,-0.009607609158418073,0.010356028297875393,0.013536778889396323,-0.0013437650947184365,-0.0018498598491387057,-0.0038615771404146215,-0.0062872806049027695,0.010056760214691245,0.0004498369221217172,-0.002973783268160256,0.0061870729547688665,-0.004033738401641658,0.008545616272143864,-0.0007862750169858965,0.009246146247792067,0.005291128035481312,0.0106761756643074,-0.0032761805763808134,0.004319446304855888,-0.006057754679190752,-0.00986475201556093,0.010270314012161106,0.013536778889396323,-0.001515193666147008,-0.0019355741348529914,-0.004033005711843193,-0.006330137747759913,0.009559617357548388,0.0003641226364074315,-0.0031023546967316844,0.005972787240483152,-0.004076595544498801,0.008417044843572434,0.8571428571428571,0.2857142857142857,0.4285714285714285,0.14285714285714285,0.5714285714285714,1.9999999999999998,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.657142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857142,0.14285714285714285,0.42857142857142855
2016-02-03,-0.008586649193311677,-0.0003329270330967144,-0.013435526542319783,0.011518891566535912,-0.017937602827578565,-0.018207325809438415,-0.017937602827578565,0.002811709666541349,0.006128416410029416,0.003837812361843122,-0.013155552962449444,-0.012619549555970886,-0.017423023151420254,-0.014888492326461021,-0.0114797470339684,-0.004172324542431962,-0.017200097703745323,-0.018261131654623806,-0.020630672945796423,-0.0062683285403505465,-0.008800934907597391,-0.0005043556045252858,-0.013606955113748353,0.011433177280821626,-0.018194745684721424,-0.018635897238009843,-0.01815188854186428,0.0026402810951127774,0.005999844981457988,0.003709240933271694,-0.013455552962449444,-0.012748120984542316,-0.017551594579991683,-0.014974206612175307,-0.011964032748254114,-0.00430089597100339,-0.017328669132316753,-0.01843256022605238,-0.02071638723151071,-0.006396899968921975,0.7142857142857142,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.8571428571428571,1.4285714285714284,0.7142857142857142,0.5714285714285714,0.42857142857142855,0.4285714285714285,1.0,0.4285714285714285,0.4285714285714285,0.2857142857142857,1.6142857142857143,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.4285714285714285
2016-02-04,-0.011679694929532705,-0.012790070644941183,0.0027707548000849447,-0.01396417345886666,0.002711030862824222,0.011377905187838051,-0.0029708795376544657,-0.0032600151570015994,-0.01745685574656215,-0.007581676616849229,0.003233671153916849,0.0037645716333509116,0.002581931856477958,-0.0008409508177790006,0.01027232981047913,-0.008733728165123078,0.0037759536917070396,0.0019941433535104938,0.0034085848022328124,-0.0036419940779157827,-0.011808266358104134,-0.012918642073512612,0.0026421833715135163,-0.014049887744580946,0.0025985308628242217,0.011035048044980908,-0.0030565938233687515,-0.0035600151570015994,-0.01762828431799072,-0.007624533759706372,0.0029765282967739917,0.003603857347636626,0.0024105032850493865,-0.0009159508177790006,0.009886615524764844,-0.008948013879408792,0.003647382263135611,0.0017798576392247796,0.0033657276593756697,-0.0038134226493443542,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.375,1.1428571428571428,0.2857142857142857,1.0,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.5357142857142857,0.5714285714285714,0.24999999999999997,1.2857142857142856,0.7142857142857142,0.42857142857142855,0.7142857142857142,0.14285714285714285,0.5714285714285714
2016-02-05,-0.005653840316993785,-0.008486858366119857,-0.017688420907953258,-0.007097979892093581,-0.02179975672936723,-0.0008049577244675988,-0.02179975672936723,-0.0025293951270731743,-0.002982493887452466,-0.004530440526971791,-0.018205568149939677,-0.00970610232445682,-0.018894572016585127,-0.019546294238921798,-0.006031296398111681,-0.014732198340017837,-0.0237351697086179,-0.027928412997173652,-0.016662390251994546,-0.016495857263071345,-0.005696697459850928,-0.008658286937548427,-0.01785984947938183,-0.00722655132066501,-0.021960471015081515,-0.0012763862958961702,-0.02192832815793866,-0.002700823698501746,-0.0031539224588810373,-0.004530440526971791,-0.01837699672136825,-0.009786459467313963,-0.019023143445156557,-0.019707008524636083,-0.0065455821123973955,-0.014860769768589266,-0.023906598280046473,-0.028142698711459368,-0.016790961680565975,-0.016538714405928488,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5357142857142857,1.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.2678571428571428,0.42857142857142855,0.5357142857142857,1.7142857142857142,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.42857142857142855,0.14285714285714285
2016-02-15,0.010455271464030738,0.008184164384763517,0.006458076166817896,0.005476521195000654,0.011607416354819338,-0.004417203901127653,0.011607416354819338,0.0015929754934250742,0.006336701694186051,0.006543840033950223,0.007735342402703412,0.009253707307012249,0.011620587399451534,0.011235360063968875,0.00376910062295166,0.013348092660940405,0.010940355813209322,0.005162839802740461,0.011620587399451534,0.00953436719058284,0.010283842892602167,0.00792702152762066,0.0061580761668178965,0.005347949766429226,0.011564559211962195,-0.00497434675827051,0.011564559211962195,0.0012929754934250743,0.006165273122757479,0.006372411462521652,0.007563913831274841,0.00912513587844082,0.011534873113737248,0.011192502921111732,0.0032976720515230885,0.013219521232368976,0.010854641527495035,0.004905696945597604,0.011534873113737248,0.009491510047725697,0.5714285714285714,0.8571428571428571,0.9999999999999999,0.42857142857142855,0.14285714285714285,1.857142857142857,0.14285714285714285,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.5714285714285712,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.14285714285714285
2016-02-16,0.005711049124400871,0.0029501846558684774,0.006432760577531933,-0.0035405305235151055,0.005817665152366178,-0.0004327093755358384,0.005817665152366178,0.0031538430105974,0.00511873426562943,-0.00012824920257313317,0.003274172490500501,0.00730908297635375,0.00445857835412549,0.002884837384681847,-0.005098614126878271,0.004200938800381605,0.007948297110278382,0.0023480923789647324,0.004735684071626326,0.004755223799257746,0.005668191981543728,0.0028644703701541916,0.006261332006103361,-0.003669101952086534,0.005774808009509035,-0.0007755665183929812,0.005774808009509035,0.0027252715820259717,0.005033019979915144,-0.0002568206311445617,0.0031884582047862152,0.007266225833496607,0.004415721211268347,0.0027991230989675613,-0.005655756984021128,0.004072367371810177,0.00777686853884981,0.0021338066646790182,0.004692826928769183,0.004583795227829175,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.14285714285714285,1.1428571428571428,0.14285714285714285,1.4285714285714284,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.8571428571428572,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.14285714285714285,0.5714285714285714
2016-02-17,0.006306856552100994,-0.0022820270279636508,0.0003129906440068847,7.370088993994991e-05,0.00011272425796677568,0.0015648644481707217,0.00011272425796677568,-0.0031375304693764495,-0.00015378505992626364,0.003006898185180708,0.0012268094501969465,-0.0008264208146142116,0.0006504895041351545,0.000714794390228273,-0.004983111966363188,0.001432443074706691,0.004651585874382651,-0.0034813667645663716,-0.0008825784667928174,0.0004892798355815736,0.0062211422663867085,-0.002539169885106508,0.00014156207257831328,3.0843747082807065e-05,-5.870431346179572e-05,0.0012220073053135789,-5.870431346179572e-05,-0.0034375304693764494,-0.00028235648849769216,0.0029640410423235654,0.0010125237359112323,-0.0009978493860427831,0.0005647752184208688,0.000714794390228273,-0.005368826252077474,0.0013467287889924052,0.0044373001600969365,-0.003695652478852086,-0.0010111498953642459,0.00036070840701014505,0.2857142857142857,0.857142857142857,0.5714285714285714,0.14285714285714285,0.5714285714285714,1.1428571428571428,0.5714285714285714,1.0,0.42857142857142855,0.14285714285714285,0.7142857142857142,0.5714285714285714,0.2857142857142857,0.0,1.2857142857142856,0.2857142857142857,0.7142857142857142,0.7142857142857142,0.42857142857142855,0.4285714285714285
