holding_period_days,n_factors,train_days,test_days,train_ratio,transaction_cost_round_trip,avg_train_sharpe_gross,avg_train_sharpe_net,avg_test_sharpe_gross,avg_test_sharpe_net,selected_factor_count,combo_train_sharpe_net,combo_test_sharpe_net,max_pairwise_corr_all_train,max_pairwise_corr_selected_train,max_pairwise_corr_selected_test,corr_threshold_target,best_test_net_sharpe_holding_period
1,70,2788,1195,0.7,0.0003,0.2596775913472145,0.18661918853024853,0.08717607610930057,-0.21880152305909875,2,0.8741942771304524,-0.1561487572363279,1.0,0.000943214969961868,0.015168612328471807,0.3,1
