holding_period_days,n_factors,train_days,test_days,train_ratio,transaction_cost_round_trip,avg_train_sharpe_gross,avg_train_sharpe_net,avg_test_sharpe_gross,avg_test_sharpe_net,selected_factor_count,combo_train_sharpe_net,combo_test_sharpe_net,max_pairwise_corr_all_train,max_pairwise_corr_selected_train,max_pairwise_corr_selected_test,corr_threshold_target,best_test_net_sharpe_holding_period
1,20,2788,1195,0.7,0.0003,0.316273030808951,0.24414138724248727,0.5358543143906513,0.2936359617250567,20,0.3200173377300089,0.35243250137189275,0.9999916618726863,0.9999916618726863,0.9901864685544653,0.3,1
